EXTERNAL,1,2.000000,452703277
EXTERNAL,2,2.000000,349144172
EXTERNAL,4,2.000000,245166019
EXTERNAL,8,2.007042,146526537
EXTERNAL,16,2.000000,72583373
EXTERNAL,32,2.000000,39791522
EXTERNAL,64,2.003642,18413822
EXTERNAL,128,2.009885,10193178
EXTERNAL,256,2.004730,5115912
EXTERNAL,512,2.000000,2470035
MALLOC,1,2.001884,150756468
MALLOC,2,2.000000,130200213
MALLOC,4,2.000000,127812807
MALLOC,8,2.000000,102638178
MALLOC,16,2.000000,68003240
MALLOC,32,2.000000,39346418
MALLOC,64,2.000000,20768855
MALLOC,128,2.002783,12255734
MALLOC,256,2.000118,5877243
MALLOC,512,2.002714,3258719
DYNAMIC,1,2.000000,363618698
DYNAMIC,2,2.000000,306434383
DYNAMIC,4,2.000000,222963392
DYNAMIC,8,2.005565,145720560
DYNAMIC,16,2.000000,89145998
DYNAMIC,32,2.003817,44819695
DYNAMIC,64,2.000000,24753604
DYNAMIC,128,2.000000,12815769
DYNAMIC,256,2.000000,6229615
DYNAMIC,512,2.000000,3299850
STACK,1,2.004505,202829735
STACK,2,2.001851,179598089
STACK,4,2.001238,142293770
STACK,8,2.000000,88855826
STACK,16,2.000000,57145054
STACK,32,2.000000,38705900
STACK,64,2.000000,22810325
STACK,128,2.000000,12716284
STACK,256,2.000000,6510371
STACK,512,2.000000,3395056
EXTERNAL,1,2.000000,443771102
EXTERNAL,2,2.009204,348967904
EXTERNAL,4,2.000000,219364749
EXTERNAL,8,2.000000,158180943
EXTERNAL,16,2.005660,88214848
EXTERNAL,32,2.000000,43459025
EXTERNAL,64,2.000789,22977128
EXTERNAL,128,2.000000,11919590
EXTERNAL,256,2.000000,5987321
EXTERNAL,512,2.000000,2870802
MALLOC,1,2.013453,152230292
MALLOC,2,2.000128,139632454
MALLOC,4,2.001001,119650691
MALLOC,8,2.000000,94964772
MALLOC,16,2.000000,63643317
MALLOC,32,2.000000,38705542
MALLOC,64,2.000000,18987279
MALLOC,128,2.000000,9080597
MALLOC,256,2.000531,4384573
MALLOC,512,2.000000,2159046
DYNAMIC,1,2.000000,246595372
DYNAMIC,2,2.000000,227298993
DYNAMIC,4,2.000000,162074299
DYNAMIC,8,2.000000,119080840
DYNAMIC,16,2.000000,69646814
DYNAMIC,32,2.000000,33779003
DYNAMIC,64,2.000000,18547894
DYNAMIC,128,2.000000,8921540
DYNAMIC,256,2.000000,4285515
DYNAMIC,512,2.000000,2241593
STACK,1,2.000000,179360102
STACK,2,2.000000,147765290
STACK,4,2.000000,143382112
STACK,8,2.005328,90059887
STACK,16,2.000000,64714495
STACK,32,2.000000,29742445
STACK,64,2.000000,18239843
STACK,128,2.009470,9203157
STACK,256,2.000000,4880138
STACK,512,2.000000,3052558
EXTERNAL,1,2.000000,407649892
EXTERNAL,2,2.000000,337315923
EXTERNAL,4,2.000000,246883577
EXTERNAL,8,2.000000,151863836
EXTERNAL,16,2.003664,91062071
EXTERNAL,32,2.000000,46917590
EXTERNAL,64,2.000000,24926040
EXTERNAL,128,2.000000,12555893
EXTERNAL,256,2.007640,6876185
EXTERNAL,512,2.000000,3194750
MALLOC,1,2.000000,179746868
MALLOC,2,2.000000,152205503
MALLOC,4,2.000000,131621496
MALLOC,8,2.000000,99407086
MALLOC,16,2.004437,69066242
MALLOC,32,2.000000,38533498
MALLOC,64,2.000000,22526785
MALLOC,128,2.000000,11733836
MALLOC,256,2.008574,6192617
MALLOC,512,2.000000,3329890
DYNAMIC,1,2.000000,352380173
DYNAMIC,2,2.000000,301846942
DYNAMIC,4,2.000000,216203735
DYNAMIC,8,2.000000,142422965
DYNAMIC,16,2.000000,80983829
DYNAMIC,32,2.000000,45144388
DYNAMIC,64,2.000000,24043778
DYNAMIC,128,2.000000,12856762
DYNAMIC,256,2.000000,6289931
DYNAMIC,512,2.000000,3254048
STACK,1,2.000000,201710388
STACK,2,2.000000,178025641
STACK,4,2.000642,150255070
STACK,8,2.000000,109667705
STACK,16,2.000000,72593956
STACK,32,2.000000,40710643
STACK,64,2.000000,23593298
STACK,128,2.000000,12802619
STACK,256,2.000000,6574142
STACK,512,2.003367,3442946
EXTERNAL,1,2.000000,445999005
EXTERNAL,2,2.000000,349430622
EXTERNAL,4,2.005484,242163216
EXTERNAL,8,2.002907,153682852
EXTERNAL,16,2.000000,89492600
EXTERNAL,32,2.000000,45071805
EXTERNAL,64,2.000000,24637257
EXTERNAL,128,2.000000,13028919
EXTERNAL,256,2.000000,6826743
EXTERNAL,512,2.000000,3307387
MALLOC,1,2.000000,179183961
MALLOC,2,2.000000,160824482
MALLOC,4,2.000000,135981947
MALLOC,8,2.000000,100445058
MALLOC,16,2.000000,69904030
MALLOC,32,2.000000,39733249
MALLOC,64,2.011696,22951035
MALLOC,128,2.001919,12579815
MALLOC,256,2.001900,6132730
MALLOC,512,2.000000,3398587
DYNAMIC,1,2.000000,375030000
DYNAMIC,2,2.000000,305734479
DYNAMIC,4,2.000000,214411602
DYNAMIC,8,2.000000,147028395
DYNAMIC,16,2.000000,88508592
DYNAMIC,32,2.000000,45620449
DYNAMIC,64,2.000000,24571816
DYNAMIC,128,2.002843,12647737
DYNAMIC,256,2.002097,6376396
DYNAMIC,512,2.007925,3206818
STACK,1,2.000000,205390634
STACK,2,2.000000,181006420
STACK,4,2.000000,147060718
STACK,8,2.000000,104697778
STACK,16,2.000000,70048243
STACK,32,2.000000,40021408
STACK,64,2.003231,23196622
STACK,128,2.004919,12638662
STACK,256,2.000000,6658041
STACK,512,2.000000,3440508
EXTERNAL,1,2.000000,429535113
EXTERNAL,2,2.000000,322211911
EXTERNAL,4,2.000000,221584908
EXTERNAL,8,2.000000,146153798
EXTERNAL,16,2.000000,89417990
EXTERNAL,32,2.000000,45161247
EXTERNAL,64,2.000000,24268396
EXTERNAL,128,2.000000,12351249
EXTERNAL,256,2.000000,6666921
EXTERNAL,512,2.000000,3374833
MALLOC,1,2.000000,156442579
MALLOC,2,2.000000,158632616
MALLOC,4,2.000000,126496738
MALLOC,8,2.000000,93114732
MALLOC,16,2.018940,69021014
MALLOC,32,2.000000,37243154
MALLOC,64,2.000000,21279078
MALLOC,128,2.000000,12004445
MALLOC,256,2.000000,5978091
MALLOC,512,2.009430,3315605
DYNAMIC,1,2.010286,336002005
DYNAMIC,2,2.005523,291715176
DYNAMIC,4,2.000000,211499510
DYNAMIC,8,2.000000,135069345
DYNAMIC,16,2.000000,78918993
DYNAMIC,32,2.000000,42789530
DYNAMIC,64,2.000000,23978515
DYNAMIC,128,2.000000,12275905
DYNAMIC,256,2.000000,5748599
DYNAMIC,512,2.000000,3183156
STACK,1,2.000000,165027710
STACK,2,2.001680,179144627
STACK,4,2.000000,139119117
STACK,8,2.000000,99516624
STACK,16,2.000000,69365587
STACK,32,2.000000,38981607
STACK,64,2.009528,23986609
STACK,128,2.000000,12461395
STACK,256,2.000000,6664534
STACK,512,2.000000,3361972
EXTERNAL,1,2.000000,454686417
EXTERNAL,2,2.000000,347861811
EXTERNAL,4,2.000000,243286425
EXTERNAL,8,2.000000,149928678
EXTERNAL,16,2.000000,88530257
EXTERNAL,32,2.000000,45722997
EXTERNAL,64,2.008807,24753431
EXTERNAL,128,2.000000,12865408
EXTERNAL,256,2.009800,6869910
EXTERNAL,512,2.000000,3319563
MALLOC,1,2.000000,173672232
MALLOC,2,2.000000,154886327
MALLOC,4,2.000000,129762368
MALLOC,8,2.000000,101382184
MALLOC,16,2.000000,67927166
MALLOC,32,2.008217,39787220
MALLOC,64,2.000000,21908291
MALLOC,128,2.000000,11547713
MALLOC,256,2.000000,6255945
MALLOC,512,2.000000,3242418
DYNAMIC,1,2.000000,371474598
DYNAMIC,2,2.000000,303440308
DYNAMIC,4,2.000000,218196185
DYNAMIC,8,2.000000,144287849
DYNAMIC,16,2.000000,85232905
DYNAMIC,32,2.000000,45362870
DYNAMIC,64,2.009909,25302186
DYNAMIC,128,2.000000,12227464
DYNAMIC,256,2.000000,6300161
DYNAMIC,512,2.000000,3221649
STACK,1,2.000000,202921869
STACK,2,2.000000,174685115
STACK,4,2.000000,143206440
STACK,8,2.000000,113007788
STACK,16,2.000000,72511590
STACK,32,2.008218,41469615
STACK,64,2.000000,23602711
STACK,128,2.000000,12660628
STACK,256,2.000000,6484460
STACK,512,2.002601,3385861
EXTERNAL,1,2.000000,453380992
EXTERNAL,2,2.007551,344855193
EXTERNAL,4,2.000000,244312889
EXTERNAL,8,2.009846,154549670
EXTERNAL,16,2.007915,91747339
EXTERNAL,32,2.000000,47322145
EXTERNAL,64,2.002820,25292847
EXTERNAL,128,2.000000,13034283
EXTERNAL,256,2.000000,6898922
EXTERNAL,512,2.000000,3419609
MALLOC,1,2.000000,174067766
MALLOC,2,2.000000,157746790
MALLOC,4,2.000000,133592479
MALLOC,8,2.003274,98317375
MALLOC,16,2.002909,66511691
MALLOC,32,2.000000,39094232
MALLOC,64,2.000000,22078113
MALLOC,128,2.000000,11753961
MALLOC,256,2.000000,5778566
MALLOC,512,2.000000,3111394
DYNAMIC,1,2.000000,347293312
DYNAMIC,2,2.002291,311973450
DYNAMIC,4,2.000000,211015364
DYNAMIC,8,2.014787,141844449
DYNAMIC,16,2.000000,87528284
DYNAMIC,32,2.000000,44011927
DYNAMIC,64,2.000000,23934665
DYNAMIC,128,2.000000,11258690
DYNAMIC,256,2.000000,6282998
DYNAMIC,512,2.001406,3274208
STACK,1,2.000000,201030881
STACK,2,2.000000,183359474
STACK,4,2.000000,148538381
STACK,8,2.011572,110841547
STACK,16,2.000000,73153417
STACK,32,2.003808,40187902
STACK,64,2.000000,23054012
STACK,128,2.000828,12651769
STACK,256,2.000000,6758699
STACK,512,2.000000,3416217
EXTERNAL,1,2.000000,449867022
EXTERNAL,2,2.009441,363875234
EXTERNAL,4,2.000000,249615637
EXTERNAL,8,2.000000,156850854
EXTERNAL,16,2.003703,90992546
EXTERNAL,32,2.007927,46333268
EXTERNAL,64,2.000000,24726529
EXTERNAL,128,2.000000,13404792
EXTERNAL,256,2.000000,6726088
EXTERNAL,512,2.001612,3378118
MALLOC,1,2.000000,176242606
MALLOC,2,2.002821,167408152
MALLOC,4,2.000000,135525112
MALLOC,8,2.008820,105556305
MALLOC,16,2.006909,73381680
MALLOC,32,2.000000,39154407
MALLOC,64,2.005756,22644020
MALLOC,128,2.000000,12321851
MALLOC,256,2.000000,6260027
MALLOC,512,2.000000,3324956
DYNAMIC,1,2.003691,385279278
DYNAMIC,2,2.000000,311944421
DYNAMIC,4,2.000000,223298315
DYNAMIC,8,2.000000,149895513
DYNAMIC,16,2.000000,88311690
