EXTERNAL,1,2.000000,1593004336
EXTERNAL,2,2.000000,1167100401
EXTERNAL,4,2.000000,809457046
EXTERNAL,8,2.008923,458002479
EXTERNAL,16,2.000000,250370793
EXTERNAL,32,2.000000,144079842
EXTERNAL,64,2.000000,95497063
EXTERNAL,128,2.000000,56160551
EXTERNAL,256,2.000000,30401292
EXTERNAL,512,2.004356,15548317
MALLOC,1,2.009766,2430320379
MALLOC,2,2.000000,2487635601
MALLOC,4,2.000000,1987449712
MALLOC,8,2.002868,1992722336
MALLOC,16,2.000000,2099387400
MALLOC,32,2.000000,2085252009
MALLOC,64,2.006720,2143195102
MALLOC,128,2.000000,2310073823
MALLOC,256,2.008795,2335976841
MALLOC,512,2.000000,2425170225
DYNAMIC,1,2.000000,2178866655
DYNAMIC,2,2.000000,2154367089
DYNAMIC,4,2.000000,2189544820
DYNAMIC,8,2.000000,1888959169
DYNAMIC,16,2.000000,2385473152
DYNAMIC,32,2.000000,1908586354
DYNAMIC,64,2.002211,2413345914
DYNAMIC,128,2.000000,2353549485
DYNAMIC,256,2.000000,2410922375
DYNAMIC,512,2.000000,2488280910
STACK,1,2.000000,1709966242
STACK,2,2.009455,2063717764
STACK,4,2.000000,2497399455
STACK,8,2.000000,2320251401
STACK,16,2.000000,2113921441
STACK,32,2.000000,1946314731
STACK,64,2.000000,2355970576
STACK,128,2.000000,2015583107
STACK,256,2.002324,2316828114
STACK,512,2.000000,2023431998
EXTERNAL,1,2.000000,729038443
EXTERNAL,2,2.005642,471911499
EXTERNAL,4,2.000000,343349129
EXTERNAL,8,2.000000,260163256
EXTERNAL,16,2.000000,168354264
EXTERNAL,32,2.000000,130883700
EXTERNAL,64,2.000000,88914695
EXTERNAL,128,2.000000,54138885
EXTERNAL,256,2.001345,29991694
EXTERNAL,512,2.000000,15669063
MALLOC,1,2.000000,1231202857
MALLOC,2,2.000000,1254005863
MALLOC,4,2.000000,513450950
MALLOC,8,2.000000,695692890
MALLOC,16,2.000000,822343356
MALLOC,32,2.000000,1240499583
MALLOC,64,2.000000,835757420
MALLOC,128,2.000000,1282794772
MALLOC,256,2.004911,1093054375
MALLOC,512,2.000917,1193010476
DYNAMIC,1,2.000000,1267402321
DYNAMIC,2,2.000000,425493706
DYNAMIC,4,2.000000,1031007201
DYNAMIC,8,2.000000,1415556723
DYNAMIC,16,2.000000,927333774
DYNAMIC,32,2.008396,1215097786
DYNAMIC,64,2.000000,709476888
DYNAMIC,128,2.005768,1190180587
DYNAMIC,256,2.000000,987627331
DYNAMIC,512,2.000000,1173318539
STACK,1,2.000000,1189775368
STACK,2,2.000000,1579541636
STACK,4,2.000000,1301295667
STACK,8,2.000000,1138518639
STACK,16,2.005330,1301846358
STACK,32,2.000000,1216173608
STACK,64,2.000000,966902042
