STACK,2,0.001028s
STACK,4,0.001471s
STACK,8,0.005284s
STACK,16,0.012200s
STACK,32,0.032879s
STACK,64,0.070742s
STACK,128,0.192911s
STACK,256,0.519415s
STACK,512,1.315716s
EXTERNAL,1,0.000318s
EXTERNAL,2,0.000600s
EXTERNAL,4,0.001515s
EXTERNAL,8,0.004738s
EXTERNAL,16,0.015449s
EXTERNAL,32,0.031984s
EXTERNAL,64,0.074325s
EXTERNAL,128,0.199635s
EXTERNAL,256,0.503665s
EXTERNAL,512,1.317731s
MALLOC,1,0.000534s
MALLOC,2,0.000846s
MALLOC,4,0.001763s
MALLOC,8,0.005172s
MALLOC,16,0.015221s
MALLOC,32,0.031905s
MALLOC,64,0.075443s
MALLOC,128,0.199630s
MALLOC,256,0.507824s
MALLOC,512,1.304323s
DYNAMIC,1,0.000339s
DYNAMIC,2,0.000614s
DYNAMIC,4,0.001608s
DYNAMIC,8,0.004409s
DYNAMIC,16,0.014317s
DYNAMIC,32,0.031005s
DYNAMIC,64,0.073808s
DYNAMIC,128,0.201523s
DYNAMIC,256,0.512439s
DYNAMIC,512,1.318440s
STACK,1,0.000668s
STACK,2,0.000944s
STACK,4,0.001992s
STACK,8,0.004693s
STACK,16,0.014677s
STACK,32,0.031832s
STACK,64,0.073914s
STACK,128,0.202424s
STACK,256,0.507227s
STACK,512,1.309305s
EXTERNAL,1,0.000316s
EXTERNAL,2,0.000632s
EXTERNAL,4,0.001294s
EXTERNAL,8,0.004402s
EXTERNAL,16,0.012205s
EXTERNAL,32,0.031410s
EXTERNAL,64,0.073836s
EXTERNAL,128,0.192057s
EXTERNAL,256,0.514046s
EXTERNAL,512,1.325985s
MALLOC,1,0.000515s
MALLOC,2,0.000811s
MALLOC,4,0.001484s
MALLOC,8,0.004570s
MALLOC,16,0.012116s
MALLOC,32,0.031470s
MALLOC,64,0.073245s
MALLOC,128,0.192264s
MALLOC,256,0.505680s
MALLOC,512,1.324187s
DYNAMIC,1,0.000339s
DYNAMIC,2,0.000614s
DYNAMIC,4,0.001278s
DYNAMIC,8,0.004311s
DYNAMIC,16,0.011877s
DYNAMIC,32,0.031141s
DYNAMIC,64,0.074220s
DYNAMIC,128,0.191877s
DYNAMIC,256,0.505481s
DYNAMIC,512,1.323462s
STACK,1,0.000729s
STACK,2,0.000943s
STACK,4,0.001668s
STACK,8,0.004638s
STACK,16,0.012319s
STACK,32,0.031566s
STACK,64,0.075295s
STACK,128,0.189823s
STACK,256,0.505172s
STACK,512,1.337063s
EXTERNAL,1,0.000318s
EXTERNAL,2,0.000565s
EXTERNAL,4,0.001480s
EXTERNAL,8,0.004613s
EXTERNAL,16,0.013005s
EXTERNAL,32,0.032083s
EXTERNAL,64,0.072849s
EXTERNAL,128,0.187612s
EXTERNAL,256,0.513769s
EXTERNAL,512,1.293555s
MALLOC,1,0.000512s
MALLOC,2,0.000793s
MALLOC,4,0.001672s
MALLOC,8,0.004525s
MALLOC,16,0.012915s
MALLOC,32,0.031473s
MALLOC,64,0.073634s
MALLOC,128,0.185174s
MALLOC,256,0.512909s
MALLOC,512,1.302226s
DYNAMIC,1,0.000339s
DYNAMIC,2,0.000595s
DYNAMIC,4,0.001586s
DYNAMIC,8,0.004312s
DYNAMIC,16,0.012593s
DYNAMIC,32,0.030687s
DYNAMIC,64,0.072425s
DYNAMIC,128,0.188278s
DYNAMIC,256,0.513096s
DYNAMIC,512,1.296945s
STACK,1,0.000696s
STACK,2,0.000952s
STACK,4,0.001902s
STACK,8,0.004812s
STACK,16,0.013361s
STACK,32,0.031712s
STACK,64,0.072780s
STACK,128,0.186882s
STACK,256,0.508365s
STACK,512,1.307200s
EXTERNAL,1,0.000318s
EXTERNAL,2,0.000566s
EXTERNAL,4,0.001291s
EXTERNAL,8,0.004965s
EXTERNAL,16,0.011432s
EXTERNAL,32,0.030203s
EXTERNAL,64,0.080646s
EXTERNAL,128,0.186117s
EXTERNAL,256,0.515314s
EXTERNAL,512,1.341910s
MALLOC,1,0.000514s
MALLOC,2,0.000793s
MALLOC,4,0.001593s
MALLOC,8,0.005090s
MALLOC,16,0.011129s
MALLOC,32,0.029998s
MALLOC,64,0.072346s
MALLOC,128,0.185896s
MALLOC,256,0.522875s
MALLOC,512,1.334923s
DYNAMIC,1,0.000418s
DYNAMIC,2,0.000594s
DYNAMIC,4,0.001280s
DYNAMIC,8,0.005060s
DYNAMIC,16,0.010851s
DYNAMIC,32,0.029570s
DYNAMIC,64,0.072968s
DYNAMIC,128,0.186116s
DYNAMIC,256,0.516459s
DYNAMIC,512,1.342972s
STACK,1,0.000668s
STACK,2,0.000919s
STACK,4,0.001677s
STACK,8,0.005149s
STACK,16,0.011291s
STACK,32,0.030112s
STACK,64,0.072121s
STACK,128,0.184483s
STACK,256,0.517032s
STACK,512,1.351238s
EXTERNAL,1,0.000317s
EXTERNAL,2,0.000599s
EXTERNAL,4,0.001443s
EXTERNAL,8,0.004694s
EXTERNAL,16,0.012360s
EXTERNAL,32,0.029099s
EXTERNAL,64,0.078319s
EXTERNAL,128,0.189535s
EXTERNAL,256,0.530601s
EXTERNAL,512,1.299708s
MALLOC,1,0.000513s
