STACK,256,0.162847s
STACK,512,0.613116s
EXTERNAL,1,0.000159s
EXTERNAL,2,0.000245s
EXTERNAL,4,0.000646s
EXTERNAL,8,0.002148s
EXTERNAL,16,0.004659s
EXTERNAL,32,0.011938s
EXTERNAL,64,0.030452s
EXTERNAL,128,0.071110s
EXTERNAL,256,0.174619s
EXTERNAL,512,0.614059s
MALLOC,1,0.000361s
MALLOC,2,0.000476s
MALLOC,4,0.000876s
MALLOC,8,0.002335s
MALLOC,16,0.004808s
MALLOC,32,0.012084s
MALLOC,64,0.031036s
MALLOC,128,0.070757s
MALLOC,256,0.173630s
MALLOC,512,0.614841s
DYNAMIC,1,0.000165s
DYNAMIC,2,0.000274s
DYNAMIC,4,0.000680s
DYNAMIC,8,0.002092s
DYNAMIC,16,0.004805s
DYNAMIC,32,0.012232s
DYNAMIC,64,0.031376s
DYNAMIC,128,0.071446s
DYNAMIC,256,0.173741s
DYNAMIC,512,0.620092s
STACK,1,0.000169s
STACK,2,0.000264s
STACK,4,0.000675s
STACK,8,0.002110s
STACK,16,0.004667s
STACK,32,0.012206s
STACK,64,0.031210s
STACK,128,0.070891s
STACK,256,0.168235s
STACK,512,0.613583s
EXTERNAL,1,0.000137s
EXTERNAL,2,0.000233s
EXTERNAL,4,0.000416s
EXTERNAL,8,0.002177s
EXTERNAL,16,0.004816s
EXTERNAL,32,0.013767s
EXTERNAL,64,0.029761s
EXTERNAL,128,0.068985s
EXTERNAL,256,0.170938s
EXTERNAL,512,0.610743s
MALLOC,1,0.000360s
MALLOC,2,0.000459s
MALLOC,4,0.000647s
MALLOC,8,0.002581s
MALLOC,16,0.005144s
MALLOC,32,0.013823s
MALLOC,64,0.029635s
MALLOC,128,0.070392s
MALLOC,256,0.172375s
MALLOC,512,0.606376s
DYNAMIC,1,0.000166s
DYNAMIC,2,0.000256s
DYNAMIC,4,0.000487s
DYNAMIC,8,0.002212s
DYNAMIC,16,0.004885s
DYNAMIC,32,0.013739s
DYNAMIC,64,0.029784s
DYNAMIC,128,0.067955s
DYNAMIC,256,0.170119s
DYNAMIC,512,0.603528s
STACK,1,0.000170s
STACK,2,0.000248s
STACK,4,0.000444s
STACK,8,0.002193s
STACK,16,0.004835s
STACK,32,0.013588s
STACK,64,0.029665s
STACK,128,0.067920s
STACK,256,0.165938s
STACK,512,0.609339s
EXTERNAL,1,0.000137s
EXTERNAL,2,0.000234s
EXTERNAL,4,0.000615s
EXTERNAL,8,0.001950s
EXTERNAL,16,0.004847s
EXTERNAL,32,0.012824s
EXTERNAL,64,0.029223s
EXTERNAL,128,0.068408s
EXTERNAL,256,0.171131s
EXTERNAL,512,0.600031s
MALLOC,1,0.000359s
MALLOC,2,0.000460s
MALLOC,4,0.000835s
MALLOC,8,0.002268s
MALLOC,16,0.004998s
MALLOC,32,0.012912s
MALLOC,64,0.029498s
MALLOC,128,0.068382s
MALLOC,256,0.168828s
MALLOC,512,0.599689s
DYNAMIC,1,0.000166s
DYNAMIC,2,0.000255s
DYNAMIC,4,0.000642s
DYNAMIC,8,0.001979s
DYNAMIC,16,0.004826s
DYNAMIC,32,0.012676s
DYNAMIC,64,0.029145s
DYNAMIC,128,0.068648s
DYNAMIC,256,0.167951s
DYNAMIC,512,0.606163s
STACK,1,0.000169s
STACK,2,0.000247s
STACK,4,0.000625s
STACK,8,0.001964s
STACK,16,0.004829s
STACK,32,0.013003s
STACK,64,0.029270s
STACK,128,0.068562s
STACK,256,0.171190s
STACK,512,0.601293s
EXTERNAL,1,0.000137s
EXTERNAL,2,0.000233s
EXTERNAL,4,0.000649s
EXTERNAL,8,0.002029s
EXTERNAL,16,0.004873s
EXTERNAL,32,0.012517s
EXTERNAL,64,0.029680s
EXTERNAL,128,0.067920s
EXTERNAL,256,0.174448s
EXTERNAL,512,0.610334s
MALLOC,1,0.000362s
MALLOC,2,0.000459s
MALLOC,4,0.000877s
MALLOC,8,0.002242s
MALLOC,16,0.005051s
MALLOC,32,0.012453s
MALLOC,64,0.029773s
MALLOC,128,0.068598s
MALLOC,256,0.172852s
MALLOC,512,0.610365s
DYNAMIC,1,0.000166s
DYNAMIC,2,0.000251s
DYNAMIC,4,0.000667s
DYNAMIC,8,0.002048s
DYNAMIC,16,0.004925s
DYNAMIC,32,0.013200s
DYNAMIC,64,0.029595s
DYNAMIC,128,0.068555s
DYNAMIC,256,0.174746s
DYNAMIC,512,0.611193s
STACK,1,0.000170s
STACK,2,0.000248s
STACK,4,0.000694s
STACK,8,0.002223s
STACK,16,0.004857s
STACK,32,0.012449s
STACK,64,0.029832s
STACK,128,0.071235s
STACK,256,0.173514s
STACK,512,0.612841s
EXTERNAL,1,0.000137s
EXTERNAL,2,0.000245s
EXTERNAL,4,0.000619s
EXTERNAL,8,0.001960s
EXTERNAL,16,0.005165s
EXTERNAL,32,0.013105s
EXTERNAL,64,0.029454s
EXTERNAL,128,0.067933s
EXTERNAL,256,0.170145s
EXTERNAL,512,0.604728s
MALLOC,1,0.000360s
MALLOC,2,0.000497s
MALLOC,4,0.000900s
MALLOC,8,0.002138s
MALLOC,16,0.005343s
MALLOC,32,0.013220s
MALLOC,64,0.029578s
MALLOC,128,0.069195s
MALLOC,256,0.172409s
MALLOC,512,0.617661s
DYNAMIC,1,0.000166s
DYNAMIC,2,0.000274s
DYNAMIC,4,0.000649s
DYNAMIC,8,0.001991s
DYNAMIC,16,0.005351s
DYNAMIC,32,0.012992s
DYNAMIC,64,0.029784s
DYNAMIC,128,0.069281s
DYNAMIC,256,0.168255s
DYNAMIC,512,0.606567s
STACK,1,0.000169s
STACK,2,0.000267s
STACK,4,0.000631s
STACK,8,0.001933s
STACK,16,0.005159s
STACK,32,0.012880s
STACK,64,0.029900s
STACK,128,0.067671s
STACK,256,0.169318s
STACK,512,0.603222s
EXTERNAL,1,0.000137s
EXTERNAL,2,0.000226s
EXTERNAL,4,0.000496s
EXTERNAL,8,0.001958s
EXTERNAL,16,0.005394s
EXTERNAL,32,0.013260s
EXTERNAL,64,0.030768s
EXTERNAL,128,0.072201s
EXTERNAL,256,0.168922s
EXTERNAL,512,0.598608s
MALLOC,1,0.000418s
MALLOC,2,0.000495s
MALLOC,4,0.000726s
MALLOC,8,0.002211s
MALLOC,16,0.005631s
MALLOC,32,0.013195s
MALLOC,64,0.030588s
MALLOC,128,0.074496s
MALLOC,256,0.176788s
MALLOC,512,0.614801s
DYNAMIC,1,0.000171s
DYNAMIC,2,0.000264s
DYNAMIC,4,0.000542s
DYNAMIC,8,0.002049s
DYNAMIC,16,0.005523s
DYNAMIC,32,0.013587s
DYNAMIC,64,0.031699s
DYNAMIC,128,0.074891s
DYNAMIC,256,0.176039s
DYNAMIC,512,0.608315s
STACK,1,0.000175s
STACK,2,0.000257s
STACK,4,0.000535s
STACK,8,0.002059s
STACK,16,0.005621s
STACK,32,0.013044s
STACK,64,0.030373s
STACK,128,0.071892s
STACK,256,0.169419s
STACK,512,0.598064s
EXTERNAL,1,0.000142s
EXTERNAL,2,0.000243s
EXTERNAL,4,0.000394s
EXTERNAL,8,0.002359s
EXTERNAL,16,0.005037s
EXTERNAL,32,0.013278s
EXTERNAL,64,0.029950s
EXTERNAL,128,0.073907s
EXTERNAL,256,0.174694s
EXTERNAL,512,0.610037s
MALLOC,1,0.000364s
MALLOC,2,0.000463s
MALLOC,4,0.000619s
MALLOC,8,0.002422s
MALLOC,16,0.005253s
MALLOC,32,0.013055s
MALLOC,64,0.029367s
MALLOC,128,0.073000s
MALLOC,256,0.170893s
MALLOC,512,0.601015s
DYNAMIC,1,0.000220s
DYNAMIC,2,0.000320s
DYNAMIC,4,0.000506s
DYNAMIC,8,0.002570s
DYNAMIC,16,0.005321s
DYNAMIC,32,0.014531s
DYNAMIC,64,0.032047s
DYNAMIC,128,0.071647s
DYNAMIC,256,0.179801s
DYNAMIC,512,0.606882s
STACK,1,0.000169s
STACK,2,0.000249s
STACK,4,0.000405s
STACK,8,0.002258s
STACK,16,0.004846s
STACK,32,0.012887s
STACK,64,0.029093s
STACK,128,0.071517s
STACK,256,0.172945s
STACK,512,0.600354s
EXTERNAL,1,0.000155s
EXTERNAL,2,0.000279s
EXTERNAL,4,0.000560s
EXTERNAL,8,0.001944s
EXTERNAL,16,0.005201s
EXTERNAL,32,0.012698s
EXTERNAL,64,0.031758s
EXTERNAL,128,0.067219s
EXTERNAL,256,0.169504s
EXTERNAL,512,0.613436s
MALLOC,1,0.000373s
MALLOC,2,0.000493s
MALLOC,4,0.000830s
MALLOC,8,0.002251s
MALLOC,16,0.005529s
MALLOC,32,0.013157s
MALLOC,64,0.032796s
MALLOC,128,0.069736s
MALLOC,256,0.178904s
MALLOC,512,0.634599s
DYNAMIC,1,0.000172s
DYNAMIC,2,0.000285s
DYNAMIC,4,0.000603s
DYNAMIC,8,0.002035s
DYNAMIC,16,0.005298s
DYNAMIC,32,0.012975s
DYNAMIC,64,0.032511s
DYNAMIC,128,0.070159s
DYNAMIC,256,0.178469s
DYNAMIC,512,0.614589s
STACK,1,0.000169s
STACK,2,0.000264s
STACK,4,0.000595s
STACK,8,0.001957s
STACK,16,0.005194s
STACK,32,0.012458s
STACK,64,0.031590s
STACK,128,0.067180s
STACK,256,0.171298s
STACK,512,0.622752s
